Log file open, 11/11/22 09:22:30
[2022.11.12-07.30.41:458][234]LogShaderCompilers: Display:                                          FLumenCardPS<false> - 15.26% of total time (compiled    1 times, average 0.36 sec, max 0.36 sec, min 0.36 sec)
[2022.11.12-07.30.41:458][234]LogShaderCompilers: Display: ================================================
[2022.11.12-07.30.49:037][615]LogSlate: Window 'Delete Variable' being destroyed
[2022.11.12-07.30.51:587][895]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.30.51:677][895]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.30.51:678][895]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BP0B0B6A41402BDD48BD7A7CB4DDFFF9EA.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.30.51:689][895]LogFileHelpers: InternalPromptForCheckoutAndSave took 102 ms (total: 6.47 sec)
[2022.11.12-07.30.51:696][895]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.30.51:696][895]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.30.52:007][932]BlueprintLog: New page: Compile Gladiator_BP
[2022.11.12-07.30.52:412][932]LogUObjectHash: Compacting FUObjectHashTables data took   3.22ms
[2022.11.12-07.30.52:807][961]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.30.52:891][961]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.30.52:891][961]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BP9B4E0D3E418ECC345940CA9BBB686EBD.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.30.52:902][961]LogFileHelpers: InternalPromptForCheckoutAndSave took 94 ms (total: 6.56 sec)
[2022.11.12-07.30.52:911][961]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.30.52:911][961]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.32.07:823][837]LogUObjectGlobals: Warning: Failed to find object 'Class /Game/Blueprints/Gladiator_BP.Gladiator_BP'
[2022.11.12-07.32.26:627][700]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.32.26:627][700]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.32.26:628][700]LogActorFactory: Actor Factory spawned StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh as actor: StaticMeshActor /Game/Levels/Arena.Arena:PersistentLevel.StaticMeshActor_2
[2022.11.12-07.32.26:974][709]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.32.26:974][709]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.32.26:975][709]LogActorFactory: Actor Factory spawned StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh as actor: StaticMeshActor /Game/Levels/Arena.Arena:PersistentLevel.StaticMeshActor_3
[2022.11.12-07.33.43:180][903]Cmd: DELETE
[2022.11.12-07.33.43:180][903]Cmd: ACTOR DELETE
[2022.11.12-07.33.43:183][903]LogEditorActor: Deleted Actor: StaticMeshActor
[2022.11.12-07.33.43:263][903]LogUObjectHash: Compacting FUObjectHashTables data took   2.82ms
[2022.11.12-07.33.43:267][903]LogEditorActor: Deleted 1 Actors (0.087 secs)
[2022.11.12-07.33.46:166][ 16]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.33.46:247][ 16]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.11.12-07.33.46:313][ 16]LogUObjectHash: Compacting FUObjectHashTables data took   0.77ms
[2022.11.12-07.33.46:324][ 16]LogSavePackage: Moving output files for package: /Game/Levels/Arena
[2022.11.12-07.33.46:324][ 16]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/ArenaA61A522D43EF2491A03591BA542D190A.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Levels/Arena.umap'
[2022.11.12-07.33.46:335][ 16]LogFileHelpers: Saving map 'Arena' took 0.087
[2022.11.12-07.33.46:344][ 16]LogFileHelpers: InternalPromptForCheckoutAndSave took 178 ms (total: 6.74 sec)
[2022.11.12-07.33.46:354][ 16]AssetCheck: New page: Asset Save: Arena
[2022.11.12-07.33.46:354][ 16]LogContentValidation: Display: Validating /Script/Engine.World /Game/Levels/Arena.Arena
[2022.11.12-07.33.51:351][470]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.33.51:442][470]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.33.51:442][470]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BPDFBBDDEE404D486AF942A4BF56334455.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.33.51:452][470]LogFileHelpers: InternalPromptForCheckoutAndSave took 100 ms (total: 6.84 sec)
[2022.11.12-07.33.51:465][470]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.33.51:465][470]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.33.51:807][510]BlueprintLog: New page: Compile Gladiator_BP
[2022.11.12-07.33.51:941][510]LogUObjectHash: Compacting FUObjectHashTables data took   3.44ms
[2022.11.12-07.33.52:544][563]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.33.52:624][563]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.33.52:625][563]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BPBD15149C49E802BCB711DD969E85E116.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.33.52:635][563]LogFileHelpers: InternalPromptForCheckoutAndSave took 91 ms (total: 6.93 sec)
[2022.11.12-07.33.52:650][563]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.33.52:650][563]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.34.36:568][ 24]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.34.36:568][ 24]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.34.36:568][ 24]LogActorFactory: Actor Factory spawned StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh as actor: StaticMeshActor /Game/Levels/Arena.Arena:PersistentLevel.StaticMeshActor_4
[2022.11.12-07.34.37:017][ 40]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.34.37:017][ 40]LogActorFactory: Actor Factory attempting to spawn StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh
[2022.11.12-07.34.37:019][ 40]LogActorFactory: Actor Factory spawned StaticMesh /Game/Meshes/Gladiator_Sword_Mesh.Gladiator_Sword_Mesh as actor: StaticMeshActor /Game/Levels/Arena.Arena:PersistentLevel.StaticMeshActor_5
[2022.11.12-07.35.59:907][993]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.36.00:009][993]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.36.00:009][993]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BP71C5758744EA11362FA272838A4E12B5.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.36.00:022][993]LogFileHelpers: InternalPromptForCheckoutAndSave took 114 ms (total: 7.05 sec)
[2022.11.12-07.36.00:034][993]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.36.00:034][993]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.36.00:958][ 95]BlueprintLog: New page: Compile Gladiator_BP
[2022.11.12-07.36.01:098][ 95]LogUObjectHash: Compacting FUObjectHashTables data took   2.97ms
[2022.11.12-07.36.01:516][127]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.36.01:592][127]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_BP
[2022.11.12-07.36.01:592][127]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_BP6BF6B0C244E2CFE911F22C9E00666EA7.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_BP.uasset'
[2022.11.12-07.36.01:602][127]LogFileHelpers: InternalPromptForCheckoutAndSave took 87 ms (total: 7.14 sec)
[2022.11.12-07.36.01:611][127]AssetCheck: New page: Asset Save: Gladiator_BP
[2022.11.12-07.36.01:611][127]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_BP.Gladiator_BP
[2022.11.12-07.36.03:402][236]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.36.03:480][236]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.11.12-07.36.03:550][236]LogUObjectHash: Compacting FUObjectHashTables data took   2.78ms
[2022.11.12-07.36.03:562][236]LogSavePackage: Moving output files for package: /Game/Levels/Arena
[2022.11.12-07.36.03:563][236]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Arena5575D9414619D396F8609697FCD56579.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Levels/Arena.umap'
[2022.11.12-07.36.03:573][236]LogFileHelpers: Saving map 'Arena' took 0.093
[2022.11.12-07.36.03:584][236]LogFileHelpers: InternalPromptForCheckoutAndSave took 181 ms (total: 7.32 sec)
[2022.11.12-07.36.03:592][236]AssetCheck: New page: Asset Save: Arena
[2022.11.12-07.36.03:592][236]LogContentValidation: Display: Validating /Script/Engine.World /Game/Levels/Arena.Arena
[2022.11.12-07.36.07:717][399]Cmd: DELETE
[2022.11.12-07.36.07:717][399]Cmd: ACTOR DELETE
[2022.11.12-07.36.07:719][399]LogEditorActor: Deleted Actor: StaticMeshActor
[2022.11.12-07.36.07:800][399]LogUObjectHash: Compacting FUObjectHashTables data took   2.06ms
[2022.11.12-07.36.07:804][399]LogEditorActor: Deleted 1 Actors (0.087 secs)
[2022.11.12-07.36.10:428][505]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.36.10:525][505]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.11.12-07.36.10:605][505]LogUObjectHash: Compacting FUObjectHashTables data took   0.96ms
[2022.11.12-07.36.10:616][505]LogSavePackage: Moving output files for package: /Game/Levels/Arena
[2022.11.12-07.36.10:617][505]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Arena9E10C22C4D6E1BE4725BD28F40A98253.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Levels/Arena.umap'
[2022.11.12-07.36.10:628][505]LogFileHelpers: Saving map 'Arena' took 0.103
[2022.11.12-07.36.10:638][505]LogFileHelpers: InternalPromptForCheckoutAndSave took 209 ms (total: 7.53 sec)
[2022.11.12-07.36.10:646][505]AssetCheck: New page: Asset Save: Arena
[2022.11.12-07.36.10:646][505]LogContentValidation: Display: Validating /Script/Engine.World /Game/Levels/Arena.Arena
[2022.11.12-07.36.47:709][105]LogViewport: Scene viewport resized to 871x693, mode Windowed.
[2022.11.12-07.37.30:952][660]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.11.12-07.37.31:032][660]LogSavePackage: Moving output files for package: /Game/Blueprints/Gladiator_Sword_BP
[2022.11.12-07.37.31:032][660]LogSavePackage: Moving 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Saved/Gladiator_Sword_BP1E87BF594AA957B86B297D88BA36AE4D.tmp' to 'D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/Content/Blueprints/Gladiator_Sword_BP.uasset'
[2022.11.12-07.37.31:045][660]LogFileHelpers: InternalPromptForCheckoutAndSave took 92 ms (total: 7.62 sec)
[2022.11.12-07.37.31:053][660]AssetCheck: New page: Asset Save: Gladiator_Sword_BP
[2022.11.12-07.37.31:053][660]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/Blueprints/Gladiator_Sword_BP.Gladiator_Sword_BP
[2022.11.12-07.37.31:581][711]BlueprintLog: New page: Compile Gladiator_Sword_BP
[2022.11.12-07.37.31:719][711]LogUObjectHash: Compacting FUObjectHashTables data took   3.23ms
[2022.11.12-07.41.36:974][636]LogEditorClassViewer: Warning: Class /Script/InteractiveToolsFramework.GizmoActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.11.12-07.41.36:975][636]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewGeometryActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.11.12-07.41.36:975][636]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewMeshActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2022.11.12-07.42.00:278][462]Running C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/Build.bat  -projectfiles -project="D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/UnrealEngine_5_1_0.uproject" -game -rocket -progress
[2022.11.12-07.42.00:403][462]Running UnrealBuildTool: dotnet "..\..\Engine\Binaries\DotNET\UnrealBuildTool\UnrealBuildTool.dll" -projectfiles -project="D:/UOC-Grado_Ingenieria_Informatica/Semestre_09/TFG/Gladiators_Pride/UnrealEngine_5_1_0/UnrealEngine_5_1_0.uproject" -game -rocket -progress
[2022.11.12-07.42.00:806][462]Log file: C:\Users\overd\AppData\Local\UnrealBuildTool\Log_GPF.txt
[2022.11.12-07.42.00:806][462]
[2022.11.12-07.42.00:806][462]Some Platforms were skipped due to invalid SDK setup: IOS, Android, Linux, LinuxArm64.
[2022.11.12-07.42.00:806][462]See the log file for detailed information
[2022.11.12-07.42.00:806][462]
[2022.11.12-07.42.00:806][462]Discovering modules, targets and source code for project...
[2022.11.12-07.42.06:146][462]Binding IntelliSense data...
[2022.11.12-07.42.16:025][462]Binding IntelliSense data... 100%
[2022.11.12-07.42.16:025][462]Writing project files...
[2022.11.12-07.42.24:694][462]Writing project files... 100%
[2022.11.12-07.42.25:112][462]LogLiveCoding: Display: Starting Live Coding compile.
[2022.11.12-07.42.25:169][462]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.25:172][462]LogSlate: Window 'Add C++ Class' being destroyed
[2022.11.12-07.42.25:193][462]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.25:230][463]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.25:572][464]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.25:946][465]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.26:245][466]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.26:607][467]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.26:912][468]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.27:245][469]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.27:633][470]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.28:242][471]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.28:352][472]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.28:656][473]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.28:997][474]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.29:322][475]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.29:705][476]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.30:047][477]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.30:371][478]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.30:709][479]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.31:038][480]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.31:371][481]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.31:704][482]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.32:038][483]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.32:372][484]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.32:705][485]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.33:038][486]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.33:371][487]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.33:704][488]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.34:038][489]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.34:371][490]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.34:713][491]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.35:039][492]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.35:377][493]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.35:711][494]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.36:066][495]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.36:380][496]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.36:714][497]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.37:041][498]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.37:380][499]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.37:708][500]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.38:039][501]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.38:373][502]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.38:710][503]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.39:041][504]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.39:376][505]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.39:714][506]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.40:042][507]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.40:380][508]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.40:709][509]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.41:046][510]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.41:376][511]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.41:712][512]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.42:044][513]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.42:376][514]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.42:709][515]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.43:042][516]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.43:375][517]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.43:710][518]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.44:044][519]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.44:376][520]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.44:707][521]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.45:041][522]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.45:373][523]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.45:715][524]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.46:043][525]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.46:375][526]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.46:709][527]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.47:046][528]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.47:375][529]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.47:711][530]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.48:043][531]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.48:379][532]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.48:714][533]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.49:040][534]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.49:376][535]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.49:713][536]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.50:049][537]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.50:374][538]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.50:714][539]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.51:044][540]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.51:381][541]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.51:711][542]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.52:046][543]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.52:378][544]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.52:713][545]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.53:045][546]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.53:377][547]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.53:712][548]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.54:044][549]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.54:381][550]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.54:716][551]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.42.55:045][552]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
